ID_CIDADE;NOME_CIDADE;UF;POPULACAO_TOTAL;PERC_POPULACAO_URBANA;PERC_POPULACAO_RURAL;PERC_POPULACAO_MASCULINA;PERC_POPULACAO_FEMININA;QTD_ANALFABETO_MAIS_15ANOS;TAXA_ANALFABETO_MAIS_15;QTD_DOMICILIOS;QTD_DOMICILIOS_RESP_HOMEM;QTD_DOMICILIOS_RESP_MULHER;PERC_DOMICILIOS_SANEAMENTO_ADEQUADO;PERC_DOMICILIOS_SANEAMENTO_SEMI_ADEQUADO;PERC_DOMICILIOS_SANEAMENTO_SEMI_INADEQUADO;MEDIA_REND_DOMICILIAR_PERCAPITA_NOM;MEDIA_REND_NOMINAL_HOMENS;MEDIA_REND_NOMINAL_MULHERES;MEDIANA_REND_NOMINAL_HOMENS;MEDIANA_REND_NOMINAL_MULHERES
4320453;Sério;RS;2281;23,2;76,8;52,2;47,8;227;11,9;764;633;133;9,9;88,6;1,4;533,51;752,37;671,66;510;510
4320503;Sertão;RS;6294;53,8;46,2;48,4;51,6;314;6,1;2168;1600;570;19,2;80,4;0,3;752,17;1542,35;823,88;900;510
4320552;Sertão Santana;RS;5850;21,8;78,2;50,2;49,8;332;7,2;2012;1446;574;10,8;88,2;1;632,71;1202,45;931,6;700;510
4320578;Sete de Setembro;RS;2124;23,3;76,7;50,9;49,1;88;5;702;561;143;10,4;89,5;0,1;463,97;946,62;610,17;510;510
4320602;Severiano de Almeida;RS;3842;36,4;63,6;50,5;49,5;195;6,1;1263;990;281;39,4;60,2;0,5;618,82;990;758,44;650;510
4320651;Silveira Martins;RS;2449;44,5;55,5;50,1;49,9;110;5,4;813;424;389;32,2;67,3;0,5;687,21;1140,8;855,51;600;510
4320677;Sinimbu;RS;10068;14,3;85,7;51,8;48,2;650;8;3171;2328;846;13,7;81,3;4,9;500,3;759,77;714,36;510;510
4320701;Sobradinho;RS;14283;79,4;20,6;49;51;747;6,6;4843;2989;1867;68,8;30,8;0,3;632,52;1098,01;861,57;660;510
4320800;Soledade;RS;30044;80;20;49;51;2079;8,9;9970;6065;3914;68,1;31,1;0,8;593,13;1118,61;852,31;700;510
4320859;Tabaí;RS;4131;30,2;69,8;50,9;49,1;261;8;1455;1010;450;6,7;92,8;0,5;554,61;972,15;713,24;700;510
4320909;Tapejara;RS;19250;88,7;11,3;48,8;51,2;579;3,7;6522;4435;2090;63,5;36,5;0;797,93;1408,24;867,46;1000;600
4321006;Tapera;RS;10448;84,4;15,6;48,7;51,3;431;5,2;3527;2387;1146;43,1;56,8;0,1;696,33;1300,56;844,97;800;559
4321105;Tapes;RS;16629;87,1;12,9;49,1;50,9;889;7;5788;3367;2428;75,5;24,4;0,1;559,91;1094,66;805,54;600;510
4321204;Taquara;RS;54643;82,8;17,2;49,2;50,8;1843;4,3;18505;11545;6981;55,2;44,8;0,1;728,34;1325,97;952,79;800;600
4321303;Taquari;RS;26092;83,8;16,2;48,6;51,4;1328;6,4;9302;5518;3788;66,1;33,9;0,1;650,35;1210,45;913,88;800;600
4321329;Taquaruçu do Sul;RS;2966;39,2;60,8;51,1;48,9;207;8,6;914;748;169;22,4;77,1;0,4;671,73;1297,9;755,76;700;510
4321352;Tavares;RS;5351;61,7;38,3;51,9;48,1;623;14,4;1963;1397;569;13,1;86,7;0,2;536,74;867,58;690,53;510;510
4321402;Tenente Portela;RS;13719;64,5;35,5;48,9;51,1;895;8,6;4334;2800;1541;12,1;86,6;1,2;541,09;1167,57;850,47;650;510
4321436;Terra de Areia;RS;9878;52,6;47,4;50,2;49,8;556;7,2;3314;1963;1365;7,5;92,5;0;546,19;1043,91;744,68;758;510
4321451;Teutônia;RS;27272;85,5;14,5;49,6;50,4;440;2;9299;6405;2912;79;21;0;758,68;1212,47;856,52;890;600
4321469;Tio Hugo;RS;2724;42,7;57,3;50,4;49,6;137;6,3;927;658;269;9,9;90;0,1;600,28;1152,84;690,23;774;510
4321477;Tiradentes do Sul;RS;6461;32,5;67,5;50,6;49,4;551;10,8;2191;1621;572;6,8;91,6;1,6;497,2;873,24;679,01;510;510
4321493;Toropi;RS;2952;20,7;79,3;52,9;47,1;148;6;1076;751;326;0,2;99,4;0,4;461,51;762;620,34;510;510
4321501;Torres;RS;34656;96,2;3,8;48,6;51,4;1262;4,6;12145;6914;5281;57,3;42,7;0;760,07;1430,43;1025,4;970;600
4321600;Tramandaí;RS;41585;97,6;2,4;48,3;51,7;1281;4,1;13768;7699;6123;52,5;47,5;0;653,39;1333,43;959,16;800;600
4321626;Travesseiro;RS;2314;38,3;61,7;50,6;49,4;79;4;773;566;207;6,6;93,4;0;742,88;1013,2;824;700;610
4321634;Três Arroios;RS;2855;36;64;50;50;98;3,9;947;802;146;47,9;52,1;0;866,06;1324,57;835,42;600;510
4321667;Três Cachoeiras;RS;10217;73,4;26,6;50,5;49,5;485;5,9;3426;2660;772;23,4;76,5;0,1;614;1152,89;765,08;900;510
4321709;Três Coroas;RS;23848;86,2;13,8;49,6;50,4;736;4;7883;5128;2767;60,2;39,7;0,1;684,01;1111,32;829,63;800;650
4321808;Três de Maio;RS;23726;79,9;20,1;48,4;51,6;867;4,4;8308;5246;3070;14,1;85,9;0;720,09;1298,05;864,29;800;510
4321832;Três Forquilhas;RS;2914;13,2;86,8;51,9;48,1;292;12,7;1011;618;397;8,8;90,9;0,3;419,71;779,81;620,33;510;510
4321857;Três Palmeiras;RS;4381;47,7;52,3;50,4;49,6;380;11;1425;945;484;21,6;77,7;0,7;635,7;1138,95;801,66;510;510
4321907;Três Passos;RS;23965;79,5;20,5;49;51;1042;5,3;8572;5499;3090;38,3;61,6;0,1;703,36;1181,16;854,85;750;550
4321956;Trindade do Sul;RS;5787;50,1;49,9;49,8;50,2;515;11,6;1954;1216;747;19,7;79,1;1,3;465,57;900,19;663,46;510;510
4322004;Triunfo;RS;25793;65,4;34,6;50,1;49,9;1286;6,5;8619;5418;3220;36,8;63;0,1;585,59;1121,32;872,53;800;560
4322103;Tucunduva;RS;5898;68,4;31,6;47,8;52,2;258;5,2;2057;1489;570;6,1;93,9;0;665,21;1176,89;759,98;750;510
4322152;Tunas;RS;4395;31,3;68,7;51,8;48,2;418;12,4;1380;996;384;0,9;92,4;6,7;408,67;789,8;567,47;510;510
4322186;Tupanci do Sul;RS;1573;30,1;69,9;51,9;48,1;129;10,2;535;407;131;40,7;58,9;0,4;494,33;936,85;732,84;510;510
4322202;Tupanciretã;RS;22281;80,9;19,1;48,8;51,2;926;5,4;7451;4682;2787;42;57,8;0,2;595,97;1244,26;812,16;600;510
4322251;Tupandi;RS;3924;69,3;30,7;52,7;47,3;57;1,8;1280;948;332;76,9;23,1;0;769,9;1155,93;836,82;1000;700
4322301;Tuparendi;RS;8557;61,9;38,1;48,5;51,5;375;5,2;3068;2252;826;9;90,9;0,1;664,93;1153,03;785,91;700;510
4322327;Turuçu;RS;3522;42,2;57,8;50,5;49,5;175;6,2;1074;728;351;29,4;67,7;2,9;465,38;842,45;635,04;510;510
4322343;Ubiretama;RS;2296;21,8;78,2;51,5;48,5;78;4,1;726;577;150;4,4;95,6;0;513,24;802,25;698,89;597;510
4322350;União da Serra;RS;1487;18,8;81,2;53,6;46,4;64;5;458;416;42;26;74;0;924,26;1280,19;1031,5;850;800
4322376;Unistalda;RS;2450;37,3;62,7;50,8;49,2;181;9,4;832;613;219;0,8;97,8;1,3;387,09;736,87;596,05;510;510
4322400;Uruguaiana;RS;125435;93,6;6,4;48,6;51,4;3778;4,1;37422;22285;15221;77,8;22,1;0,1;586,62;1302,56;901,16;720;510
4322509;Vacaria;RS;61342;93,5;6,5;49;51;2418;5,2;19835;11796;8056;85,9;14,1;0;671,07;1299,98;906,58;800;550
4322525;Vale Verde;RS;3253;27,1;72,9;50,8;49,2;272;10,4;1164;784;380;27,8;71;1,1;432,18;714,76;672,91;510;510
4322533;Vale do Sol;RS;11077;11,3;88,7;50,5;49,5;551;6,2;3533;2862;673;30,6;68,1;1,3;448,63;807,95;650,6;510;510
4322541;Vale Real;RS;5118;89,2;10,8;50,2;49,8;125;3;1662;1262;402;23;77;0;738,8;1225,48;833,01;1000;700
4322558;Vanini;RS;1984;50,5;49,5;50,1;49,9;106;6,4;635;546;91;54;46;0;634,99;1073,84;789,67;790;532
4322608;Venâncio Aires;RS;65946;62,8;37,2;49,5;50,5;2456;4,6;23011;15424;7630;65,8;33,8;0,4;649,06;1055,53;805,72;700;540
4322707;Vera Cruz;RS;23983;55,5;44,5;49;51;901;4,7;8001;4577;3434;68,6;31,2;0,2;599,38;1021,73;780,59;700;532
4322806;Veranópolis;RS;22810;87;13;48,7;51,3;536;2,8;7704;5103;2608;86,3;13,7;0;861,81;1434,54;972,42;1000;650
4322855;Vespasiano Corrêa;RS;1974;20,6;79,4;51,9;48,1;122;7,2;622;506;118;33;66,9;0,2;742,66;1146,38;857,47;800;615,5
4322905;Viadutos;RS;5311;49,8;50,2;49,3;50,7;243;5,4;1758;1333;425;29,5;70;0,6;589,63;951,16;748,89;555;510
4323002;Viamão;RS;239384;94;6;48,7;51,3;7578;4,2;75516;40957;34618;69,7;30,2;0;587,3;1178,28;870,51;800;600
4323101;Vicente Dutra;RS;5285;44,5;55,5;51,1;48,9;441;11;1718;1222;506;24;74,9;1,1;348,64;727,15;612,46;510;510
4323200;Victor Graeff;RS;3036;42,3;57,7;49,8;50,2;71;2,9;1041;764;293;22,2;77,8;0;905,71;1710,41;922,31;910;580
4323309;Vila Flores;RS;3207;42;58;50,4;49,6;58;2,1;989;793;196;45,5;54,5;0;663,31;1026,65;758,88;800;600
4323358;Vila Lângaro;RS;2152;17;83;52,2;47,8;101;5,8;679;473;208;39,5;60,4;0,1;816,66;1255,99;1016,03;800;515,5
4323408;Vila Maria;RS;4221;53,3;46,7;50,1;49,9;152;4,3;1343;1006;337;52,9;47,1;0;932;1345,23;1018,13;1000;750
4323457;Vila Nova do Sul;RS;4221;52;48;49,8;50,2;307;9,1;1503;909;594;42,6;56,7;0,7;416,65;827,78;619,24;510;510
4323507;Vista Alegre;RS;2832;41,8;58,2;49,4;50,6;163;7,2;883;706;179;12,1;87,4;0,5;796,76;1799,08;785,09;700;510
4323606;Vista Alegre do Prata;RS;1569;29,5;70,5;52,2;47,8;35;2,6;472;318;162;27,5;72,2;0,2;1024,3;1560,12;1131,04;1000;710
4323705;Vista Gaúcha;RS;2759;35;65;50,6;49,4;136;6,1;947;752;195;14,7;84,9;0,4;770,98;1404,56;873,25;653,5;510
4323754;Vitória das Missões;RS;3485;19,2;80,8;51,5;48,5;324;11,5;1189;987;219;5,7;93,9;0,4;415,4;720,93;578,68;510;510
4323770;Westfália;RS;2793;40,5;59,5;50,3;49,7;46;1,9;867;692;175;73,5;26,5;0;979,14;1390,06;1050,85;1000;800
4323804;Xangri0lá;RS;12434;99,6;0,4;49,9;50,1;307;3,3;3862;1969;1907;12,4;87,5;0;707,8;1409,76;923,2;1000;600
